algorithm,prediction_multiplier,cr
Bayesian,1.0,1.0
Bayesian,1.0,1.0
Bayesian,1.0,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,1.2,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,2.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,10.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Bayesian,100.0,1.0
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
